id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
48554,700,3/7/12,170,660,161,237.0637446,318.1323075,6,4687,330,2,83,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,8,0,user-group,5,0,0,5,0,2
29303,0,3/13/12,20,371,5,238.7991556,319.9168863,2,9403,329,4,39,1350,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2004,3,0,user-group,0,0,3,0,0,0
20867,700,3/10/12,39,1901,23,234.2862092,315.3820323,0,6250,336,4,31,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2000,3,0,user-group,5,0,0,0,0,0
73420,3200,4/20/12,23,1845,662,235.302129,315.6658429,7,3869,336,5,15,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2008,3,0,user-group,2,0,0,0,0,0
71195,205,3/29/14,37,1489,5,237.2709554,321.7559846,2,4381,328,5,20,1035,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2012,3,4,user-group,4,0,0,6,1,0
68565,0,10/24/13,80,1608,72,234.3952051,322.0391703,1,4482,342,2,17,1350,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2011,8,1,user-group,0,0,0,5,0,2
20196,0,7/6/12,154,0,5,231.4224193,323.7512026,1,12629,343,8,58,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,5,0,1,5,0,2
49712,0,3/30/14,319,1887,318,235.2656205,321.7385724,4,10415,327,6,112,1250,TRUE,Chocolate Lovers Consultants Ltd,9,Official pipe,2004,3,8,parastatal,0,0,0,0,0,0
51337,0,3/16/12,307,373,5,237.6024835,317.5357119,6,187,330,3,49,2900,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,8,0,user-group,5,0,1,5,0,2
17536,12200,2/26/14,251,1889,250,237.5664068,321.9865319,4,3169,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2014,3,6,commercial,3,0,1,0,0,0
11459,0,2/3/14,20,1435,29,234.8431894,314.2694921,0,4902,335,4,97,1050,,Chocolate Lovers Consultants Ltd,0,Official pipe,2010,3,0,user-group,6,0,0,0,0,0
24991,0,3/28/12,20,980,32,237.4292338,319.0708999,6,3255,330,7,69,1014,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1975,3,0,user-group,0,0,1,6,1,0
54335,0,4/5/12,68,0,210,236.0719862,318.4129424,7,6578,326,2,68,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,3,commercial,0,0,0,3,0,5
40308,0,4/13/12,,0,,233.8334917,315.7592525,0,1703,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,6,0,0,0,0,0
31113,300,2/9/14,202,320,282,239.9652112,314.3586531,3,542,424,2,87,1600,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2011,14,0,user-group,4,0,1,3,0,1
9921,0,8/5/12,132,0,55,233.432236,322.2221105,1,11111,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
7052,0,4/7/12,20,0,29,233.2641451,316.9697099,8,11957,337,2,85,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,4,0,user-group,0,0,0,5,0,2
58622,0,10/5/13,188,0,186,234.1875468,321.8210322,4,2594,342,7,13,0,TRUE,Chocolate Lovers Consultants Ltd,9,Unofficial pipe,0,3,8,parastatal,0,0,3,1,1,0
16446,0,3/18/12,20,1376,5,238.4210456,320.3848569,2,12718,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1979,15,0,user-group,0,0,0,5,0,2
19820,0,2/23/12,180,1365,5,234.7226903,314.7670094,0,17723,336,6,0,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2000,3,0,user-group,3,0,0,0,0,0
4778,0,7/8/12,,0,,233.6538431,315.6706521,0,736,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,0,0,1,0,0,0
38767,0,7/30/12,35,0,28,233.9334612,315.5671882,0,4262,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
45221,0,3/23/12,11,2138,5,235.3640878,316.5906159,7,357,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,15,0,user-group,0,0,0,5,0,2
18368,0,7/13/12,11,0,21,233.9329608,315.3308487,0,5882,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
1127,0,7/8/12,16,0,5,231.3003355,322.3423613,5,1893,343,5,66,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,5,0,3,5,0,2
23646,0,7/3/14,20,701,29,238.0524605,320.6362941,2,342,328,4,18,1240,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2013,3,0,user-group,0,0,0,6,1,0
28769,0,2/18/12,0,1775,5,235.7327589,317.1821275,7,3134,336,2,53,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,0,0,3,0,0,0
34151,1200,4/14/12,117,0,177,237.1303562,318.8578356,6,17883,330,2,83,2500,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1984,15,0,user-group,2,0,3,5,0,2
47959,0,2/3/14,56,1445,38,230.5281372,321.4521923,5,14754,341,2,30,1150,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,3,0,user-group,6,0,0,0,0,4
42957,220,3/29/12,358,1472,369,236.8687358,318.8588211,6,13186,330,2,83,1150,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2011,3,7,commercial,4,0,0,0,0,0
41040,0,7/20/12,132,0,55,233.4460622,321.9301,1,18846,344,5,109,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,3,3,0,3
63891,0,3/29/12,69,626,5,237.7738949,317.7648475,6,906,330,3,49,1300,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2011,3,0,user-group,0,0,0,6,1,0
32142,450,2/3/14,75,1719,67,229.8100713,320.4767598,5,6927,341,3,19,1320,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2006,3,4,user-group,3,0,0,6,1,1
60843,0,7/19/12,7,0,5,0,325,1,13941,342,2,17,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,0,0,0,5,0,2
49045,1200,3/19/14,165,1249,196,235.6099918,314.3425593,0,4141,335,5,123,1001,FALSE,Chocolate Lovers Consultants Ltd,1,Official pipe,1998,8,2,other,3,0,0,5,0,2
19556,0,8/5/12,16,0,5,233.4894673,322.4791685,1,11858,344,3,80,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
46981,450,1/19/14,11,1450,9,230.3614104,320.6269295,5,10460,341,3,45,1390,TRUE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,2010,9,4,user-group,3,0,0,1,1,0
63464,0,10/19/13,16,1646,55,234.4086514,323.6744609,1,3205,345,2,77,1050,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2003,9,0,user-group,6,0,0,5,0,3
32459,0,2/21/14,88,310,77,240.0341034,314.3607601,3,1400,424,2,87,1167,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,14,0,user-group,6,0,0,3,0,1
55772,250,2/25/14,88,439,77,239.7770345,314.5301833,3,15036,424,2,87,1400,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,7,0,user-group,4,0,0,3,0,1
22556,700,2/21/14,276,1071,271,235.8972449,314.5118641,7,589,335,6,10,1050,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,3,8,parastatal,3,0,0,6,1,0
6128,0,2/26/14,20,1782,16,237.5767399,322.0035182,4,18055,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2014,3,6,commercial,3,0,1,0,0,0
63318,5200,2/11/14,57,795,48,237.1790308,313.9596567,3,15274,335,2,62,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2014,13,0,user-group,2,0,0,3,0,2
62622,0,10/20/13,55,0,47,233.2638043,321.0949705,4,5098,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,0,0,1,5,0,2
2186,0,10/21/13,237,0,637,0,325,1,2727,342,2,17,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,0,0,0,5,0,2
7218,210,6/3/14,58,1355,49,237.1404942,321.7543007,2,11738,328,6,63,1120,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2004,3,4,user-group,4,0,0,0,0,0
11352,0,7/12/12,16,0,36,231.7789522,322.5357797,1,889,343,9,65,0,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,0,8,5,user-group,3,0,0,5,0,2
1700,0,7/24/12,11,0,21,233.7864011,315.5031192,0,5308,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
12005,0,10/17/13,45,0,5,231.3112306,319.8501643,5,6659,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
60157,0,3/2/12,247,646,5,234.6087645,314.4802822,0,218,336,6,0,1070,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2013,3,0,user-group,0,0,0,0,0,0
19962,0,3/4/14,477,1527,38,236.8638287,321.6696811,2,6399,327,8,41,1096,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,6,0,1,0,0,0
52465,250,3/12/14,70,229,62,239.178028,318.0171941,6,3457,332,3,76,1200,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2015,14,1,user-group,4,0,0,3,0,0
22184,0,8/2/12,15,1910,5,231.5800511,316.582183,5,13266,340,3,14,1230,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1997,9,0,user-group,0,0,0,3,0,3
13150,2200,2/25/12,84,1961,75,235.9256745,316.7407932,7,949,336,8,29,1035,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,2,0,0,0,0,0
469,225,3/7/12,86,490,430,238.2385676,318.820081,6,1983,331,2,24,3300,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,4,0,user-group,4,1,1,5,0,2
59195,0,9/4/12,3,1873,5,234.5722162,315.9162957,7,17,336,5,15,1075,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,1983,3,5,user-group,5,0,2,6,1,0
39109,0,3/28/12,22,0,5,236.0183834,320.0489757,4,7261,326,2,28,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,0
6419,0,7/28/12,16,1434,5,232.9897744,322.9752104,1,2377,344,2,16,1300,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1998,9,0,user-group,0,0,1,0,0,3
6918,0,3/16/12,82,686,73,236.9163195,318.0296034,6,4442,330,2,83,1120,,Chocolate Lovers Consultants Ltd,,Official pipe,1988,14,9,unknown,0,0,0,3,0,0
6553,0,5/4/14,20,1737,5,236.5198539,321.6773418,4,12606,327,3,26,1100,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,1
16576,0,3/16/12,307,372,5,237.6006188,317.5319998,6,1453,330,3,49,1800,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,15,0,user-group,0,3,4,5,0,2
26948,700,2/24/14,63,947,236,236.3498031,313.8216115,3,5556,335,6,10,1090,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2012,15,1,user-group,3,0,1,5,0,2
17722,250,3/25/14,70,305,62,239.1419113,318.258173,6,4494,332,2,118,1261,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1975,14,0,user-group,4,0,2,6,1,0
46384,0,7/3/14,3,1107,29,234.9073748,314.4647778,0,1517,335,4,97,1126,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,0,0,0,0,0,0
17876,700,4/18/12,156,1780,148,235.1437563,315.7419627,7,444,336,5,15,1125,TRUE,Chocolate Lovers Consultants Ltd,6,Official pipe,1980,3,5,user-group,3,0,0,6,1,0
29337,5200,2/4/14,197,2160,199,235.3253338,320.9743451,4,14141,346,4,37,1172,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1981,3,0,user-group,2,0,0,6,1,0
26577,230,2/20/14,119,1117,114,236.985167,321.4377632,2,217,346,5,2,1200,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2005,14,7,commercial,4,0,0,3,0,0
5672,230,3/26/14,18,1227,14,235.3209063,321.4980363,4,10941,349,31,89,1800,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,3,0,user-group,4,0,0,6,1,0
53734,250,3/4/12,32,277,5,238.9044208,319.6946599,2,739,329,6,115,1400,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2012,14,0,user-group,4,1,0,3,0,1
12993,700,2/12/14,619,1061,5,236.0030688,314.4170178,7,17627,335,6,10,1250,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2014,9,1,user-group,3,0,0,5,0,3
52855,0,3/19/12,20,386,5,238.7091153,319.892598,2,12769,329,4,39,1080,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,3,0,user-group,0,0,1,0,0,0
16809,0,3/16/14,70,243,62,239.1192104,318.005296,6,1216,332,3,76,1250,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,2005,8,1,user-group,0,0,0,5,0,2
32130,250,2/15/14,,1697,,234.7694024,319.8619483,4,586,338,3,32,1800,TRUE,Chocolate Lovers Consultants Ltd,0,,2005,14,0,user-group,4,0,1,3,0,0
35614,400,3/4/12,262,541,32,237.7730619,317.892429,6,16378,330,3,49,1250,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1990,3,0,user-group,3,0,0,6,1,0
23338,0,2/26/14,1293,1813,250,237.58882,321.9681072,4,8688,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2014,3,6,commercial,3,0,1,0,0,0
38777,0,2/27/12,81,571,5,237.814131,317.9924112,6,14017,330,3,49,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2000,15,0,user-group,0,1,1,5,0,2
5617,0,2/18/12,0,1757,5,235.7356,317.1653871,7,6459,336,2,53,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,0,0,0,0,0,0
8946,1200,3/16/12,11,2102,5,235.1468702,316.4190373,7,357,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,2,0,0,7,0,2
18778,0,4/4/12,22,0,23,235.9860491,318.7801403,6,70,326,6,55,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,0,user-group,4,0,2,3,0,1
10214,0,4/13/12,,0,,233.8316298,315.7617446,0,1703,337,5,34,0,TRUE,Chocolate Lovers Consultants Ltd,0,,0,3,0,user-group,6,0,0,0,0,0
33054,0,8/1/12,114,0,105,230.4723583,322.427399,1,4266,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,1,0,0,3
55529,0,2/2/14,294,2061,292,231.6248416,317.0903445,8,11853,340,5,99,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2010,3,0,user-group,0,0,0,6,1,0
1253,250,3/19/12,23,185,280,238.898838,318.5489041,6,1946,331,2,24,1030,TRUE,Chocolate Lovers Consultants Ltd,3,Unofficial pipe,2011,14,3,commercial,4,0,0,3,0,0
59016,0,10/21/13,20,0,5,232.890497,320.7828471,5,448,339,2,94,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,14,0,user-group,4,2,0,3,0,0
28443,0,2/20/14,56,1669,83,234.5065113,320.3096459,4,149,338,2,42,1480,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2000,0,0,user-group,3,0,1,3,0,2
71827,0,7/27/12,91,0,78,230.5511345,322.4967618,1,7914,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,3
22964,2200,2/21/12,11,2085,5,235.5393382,316.7371729,7,797,336,3,86,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,2,0,0,7,0,2
11586,0,3/16/12,262,349,32,237.6999322,317.5749251,6,17015,330,3,49,1420,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,1985,15,0,user-group,5,0,1,5,0,2
19387,0,10/15/13,116,0,444,231.497273,319.5026414,5,218,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,0,1,1,5,0,2
68004,0,7/8/12,200,0,5,231.483445,323.465074,1,2984,343,3,38,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,0,0,1,5,0,2
65042,0,3/3/12,32,0,5,239.1356557,320.0577388,2,13872,329,9,5,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2011,9,0,user-group,0,1,1,5,0,2
4252,400,3/4/12,68,492,611,237.7835265,317.8850086,6,11495,330,3,49,1200,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2013,3,0,user-group,3,0,0,6,1,0
28914,0,10/20/13,56,0,83,232.2399323,320.3420223,5,12714,339,5,73,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
72773,0,1/29/14,6,0,5,0,325,1,6150,342,2,17,0,,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,8,1,user-group,6,0,0,5,0,2
58626,230,1/23/14,20,275,107,239.3646202,314.6964311,3,12836,405,24,21,1127,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,3,0,user-group,4,0,0,6,1,1
27935,0,10/14/13,472,0,493,233.7216569,321.2997082,4,16406,342,9,50,0,FALSE,Chocolate Lovers Consultants Ltd,9,Unofficial pipe,0,3,8,parastatal,6,0,3,1,1,3
16366,0,7/19/12,115,0,106,0,325,1,387,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,0,0,user-group,4,0,1,3,0,2
6134,0,3/30/12,,0,,233.043094,315.6176221,0,2,337,6,67,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,6,3,2,5,0,2
7517,0,7/6/12,482,0,504,231.5750066,323.6712572,1,2520,343,8,58,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,8,0,user-group,5,0,3,5,0,2
65099,0,7/21/12,20,1365,5,233.1160858,322.8837235,1,3225,344,2,16,1500,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2012,8,0,user-group,0,0,3,5,0,2
47228,0,2/15/12,128,424,187,238.9733394,317.9581545,6,620,385,34,102,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2012,3,0,user-group,0,0,1,1,1,0
14706,0,3/1/12,151,220,143,239.166045,317.7996008,6,10427,385,44,9,1518,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2009,8,0,user-group,0,0,0,5,0,2
44932,0,2/27/12,17,2382,13,234.4830217,315.425007,0,8753,336,5,15,1030,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2014,3,0,user-group,0,0,0,0,0,0
44219,0,7/15/12,525,0,188,230.9165109,322.509265,1,6751,343,31,88,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,8,parastatal,0,0,3,0,0,0
4131,0,3/15/14,13,1670,10,237.0940552,321.8465599,2,14041,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2014,3,4,user-group,3,0,0,0,0,0
27412,0,7/2/14,10,1538,8,235.0793084,313.8668334,3,9933,335,4,97,1108,,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,3,8,parastatal,6,0,0,0,0,4
52331,0,3/6/12,20,596,5,238.3909725,320.4906992,2,577,329,2,40,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2007,3,0,user-group,0,0,0,0,0,0
45220,0,7/12/12,12,0,615,231.6478987,323.5137153,1,9658,343,3,38,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,0,0,0,4
8703,0,10/24/13,98,0,5,232.2329247,321.7464086,5,12667,342,6,48,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,6,0,1,5,0,2
30345,0,3/8/12,399,477,415,236.1400867,316.681822,7,11649,330,4,43,1100,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2016,12,0,user-group,0,0,1,5,0,2
9713,0,2/4/14,186,0,184,0,325,1,41,342,2,17,0,TRUE,Chocolate Lovers Consultants Ltd,4,Unofficial pipe,0,4,1,user-group,1,0,0,5,0,2
11420,0,7/16/12,11,0,21,233.855603,315.3448129,0,6973,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
17832,0,3/4/14,304,1032,306,237.5809331,321.6043544,2,3622,328,5,20,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2009,14,6,commercial,3,0,0,3,0,1
40179,400,3/11/12,81,620,5,236.6936414,316.1715133,7,5091,330,5,98,1100,FALSE,Chocolate Lovers Consultants Ltd,,Official pipe,2001,15,9,unknown,3,3,2,5,0,2
29209,0,7/23/12,1715,0,1944,233.8027857,315.4853433,0,2950,337,4,27,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
30407,0,7/26/12,221,0,177,231.5333883,323.2091269,1,15889,343,4,54,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,6,0,user-group,0,0,0,0,0,0
51590,0,7/6/12,23,0,5,230.7137045,322.2468474,5,6276,343,31,88,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,3,3,commercial,3,0,1,6,1,0
4717,0,7/18/12,16,0,5,0,325,1,279,344,7,36,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,15,0,user-group,3,0,1,3,0,2
67214,1400,1/21/14,20,1465,5,230.262526,320.4789724,5,157,341,3,45,1740,TRUE,Chocolate Lovers Consultants Ltd,7,Official pipe,2007,3,4,user-group,2,0,0,6,1,0
50508,0,2/18/14,20,1673,16,237.6068992,321.8716395,2,11323,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,1990,3,6,commercial,3,0,0,0,0,0
35515,0,3/17/12,442,473,459,236.6521852,316.9079199,7,16245,330,4,43,1200,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,2009,8,0,user-group,0,0,3,5,0,2
14482,0,3/2/12,0,585,0,237.7286488,317.985441,6,4016,330,3,49,1050,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2009,3,0,user-group,0,0,0,6,1,0
51486,0,2/3/14,68,2160,299,235.3827889,320.9168268,4,10979,346,4,37,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2017,3,0,user-group,0,0,0,6,1,1
65078,0,1/28/14,101,556,91,238.9676182,314.2184119,3,605,415,34,33,1001,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1980,8,0,user-group,6,0,2,5,0,2
68759,300,3/17/12,353,943,362,236.820106,317.6353527,7,6082,330,2,83,1060,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2015,3,0,user-group,3,0,0,6,1,0
44093,300,3/19/14,70,258,62,239.3568496,318.078889,6,629,332,4,78,1050,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2015,14,10,other,4,0,0,3,0,0
32081,0,1/17/14,7,0,5,232.412917,321.7409208,5,813,342,4,7,0,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,2,3,5,0,2
29190,250,2/23/14,88,436,77,239.7362325,314.451776,3,1573,424,2,87,1120,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2016,7,0,user-group,4,1,0,3,0,1
33610,0,10/15/13,12,0,25,233.5349711,320.9564303,4,14497,339,3,82,0,TRUE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,0,0,0,user-group,4,1,0,3,0,2
50103,0,8/5/12,16,1368,5,233.1064781,322.8967423,1,15807,344,2,16,1300,TRUE,Chocolate Lovers Consultants Ltd,,Official pipe,1998,8,0,user-group,0,0,1,5,0,2
48503,0,3/31/12,20,0,92,233.2750927,316.1439422,8,5669,337,3,79,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,0,3,1,user-group,5,0,2,6,1,0
19411,0,2/26/14,251,1808,250,237.5877985,321.9799836,4,8017,328,2,22,1001,TRUE,Chocolate Lovers Consultants Ltd,8,Official pipe,2010,3,6,commercial,3,0,1,0,0,0
20362,0,3/18/14,13,1263,10,237.0763184,321.7094114,2,5959,328,8,12,1001,TRUE,Chocolate Lovers Consultants Ltd,5,Official pipe,2010,3,4,user-group,3,0,0,0,0,0
21098,0,3/22/14,20,1605,5,237.5413932,321.7157098,2,8680,328,5,20,1001,FALSE,Chocolate Lovers Consultants Ltd,0,Official pipe,1977,3,0,user-group,0,0,1,0,0,3
18697,0,4/16/12,540,0,581,237.1335699,318.6747587,6,25,330,2,83,1630,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,1989,8,0,user-group,0,0,1,5,0,2
26621,0,2/18/14,94,1185,5,235.4290511,314.4235678,0,8551,335,3,60,0,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,0,user-group,0,0,2,6,1,0
60214,250,1/20/14,202,244,203,239.5382339,314.8127021,3,3230,405,24,21,2054,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,2011,6,0,user-group,4,0,0,3,0,1
14002,0,8/3/14,83,1691,113,236.8813709,321.8089603,4,5131,327,8,41,1320,TRUE,Chocolate Lovers Consultants Ltd,0,Official pipe,2014,3,1,user-group,6,0,0,0,0,0
29816,0,3/16/12,22,0,23,236.6098043,318.8101998,6,,326,4,106,0,TRUE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,7,3,commercial,4,0,2,3,0,1
38850,0,8/2/12,39,0,31,232.8609944,316.0329258,8,8455,337,7,74,0,FALSE,Chocolate Lovers Consultants Ltd,0,Unofficial pipe,0,8,0,user-group,5,0,3,5,0,2
22493,0,10/13/13,6,0,6,233.0262858,321.1798282,4,10465,342,4,6,0,TRUE,Chocolate Lovers Consultants Ltd,4,Official pipe,0,8,1,user-group,0,0,1,5,0,2
69968,0,3/18/14,,1295,,236.0513954,321.3280136,4,5073,327,2,110,1001,FALSE,Chocolate Lovers Consultants Ltd,0,,2005,14,0,user-group,0,0,1,3,0,0
71396,0,1/18/14,89,1053,201,235.1180497,319.1224654,4,1823,338,4,81,1350,FALSE,Chocolate Lovers Consultants Ltd,7,Unofficial pipe,1980,7,0,user-group,0,1,0,3,0,1
